Price,Adj Close,Close,High,Low,Open,Volume
Ticker,600519.SS,600519.SS,600519.SS,600519.SS,600519.SS,600519.SS
Date,,,,,,
2022-07-21,1826.325927734375,1939.0,1955.9000244140625,1934.510009765625,1943.0999755859375,1406137
2022-07-22,1833.8612060546875,1947.0,1962.0,1935.0,1949.219970703125,2511357
2022-07-25,1831.6478271484375,1944.6500244140625,1952.300048828125,1931.0,1949.510009765625,1691244
2022-07-26,1836.8846435546875,1950.2099609375,1964.969970703125,1947.02001953125,1952.989990234375,2068510
2022-07-27,1808.05322265625,1919.5999755859375,1948.0,1917.0,1942.0,2148987
2022-07-28,1787.7083740234375,1898.0,1938.0,1892.6600341796875,1921.0999755859375,3486986
2022-07-29,1788.122802734375,1898.43994140625,1918.989990234375,1878.0999755859375,1895.0999755859375,3703236
2022-08-01,1780.4560546875,1890.300048828125,1908.0,1881.1800537109375,1890.010009765625,2103741
2022-08-02,1770.7354736328125,1879.97998046875,1887.97998046875,1858.010009765625,1880.0,2822088
2022-08-03,1775.4638671875,1885.0,1904.0,1877.0,1889.989990234375,2459842
2022-08-04,1804.6719970703125,1916.010009765625,1923.0999755859375,1880.1300048828125,1890.0,3035714
2022-08-05,1812.159912109375,1923.9599609375,1935.0,1904.9000244140625,1927.800048828125,2008584
2022-08-08,1800.4522705078125,1911.530029296875,1932.8800048828125,1907.510009765625,1915.1500244140625,1679901
2022-08-09,1799.010986328125,1910.0,1918.989990234375,1905.0,1911.530029296875,1387461
2022-08-10,1766.98681640625,1876.0,1918.0,1864.5799560546875,1909.97998046875,2792662
2022-08-11,1796.09130859375,1906.9000244140625,1907.0,1878.010009765625,1886.0,2606149
2022-08-12,1815.9652099609375,1928.0,1930.0,1900.0,1906.9000244140625,2025983
2022-08-15,1808.326416015625,1919.8900146484375,1939.5,1915.550048828125,1920.4599609375,1932314
2022-08-16,1806.3953857421875,1917.8399658203125,1933.7900390625,1916.0,1923.93994140625,1483584
2022-08-17,1806.54638671875,1918.0,1930.0,1895.0,1930.0,1836063
2022-08-18,1785.353759765625,1895.5,1913.0799560546875,1881.0699462890625,1908.0,2316777
2022-08-19,1784.8922119140625,1895.010009765625,1908.3499755859375,1888.0,1898.0,1354417
2022-08-22,1783.922119140625,1893.97998046875,1907.0,1881.3800048828125,1885.010009765625,1542667
2022-08-23,1761.344970703125,1870.010009765625,1898.5999755859375,1867.0,1898.5999755859375,2375636
2022-08-24,1746.45361328125,1854.199951171875,1875.22998046875,1851.0,1869.989990234375,1872761
2022-08-25,1775.4638671875,1885.0,1888.0,1854.199951171875,1859.0,2192534
2022-08-26,1787.7083740234375,1898.0,1912.0,1886.0,1900.0,2314195
2022-08-29,1769.6429443359375,1878.8199462890625,1899.969970703125,1874.0,1883.0,1356962
2022-08-30,1761.33544921875,1870.0,1885.0,1854.199951171875,1882.3499755859375,1823539
2022-08-31,1812.1976318359375,1924.0,1925.56005859375,1860.010009765625,1860.0999755859375,4469151
2022-09-01,1771.5927734375,1880.8900146484375,1916.0,1880.8900146484375,1912.1500244140625,2684508
2022-09-02,1766.0450439453125,1875.0,1892.9599609375,1866.1700439453125,1889.93994140625,1939132
2022-09-05,1728.3692626953125,1835.0,1869.0,1820.0,1862.6400146484375,3682187
2022-09-06,1737.788330078125,1845.0,1848.199951171875,1825.0,1835.3599853515625,2083004
2022-09-07,1712.3668212890625,1818.010009765625,1837.6600341796875,1811.010009765625,1835.030029296875,2830616
2022-09-08,1709.5316162109375,1815.0,1832.0,1815.0,1820.0,1659057
2022-09-09,1737.5904541015625,1844.7900390625,1852.0,1816.0,1825.0,2708986
2022-09-13,1769.8125,1879.0,1888.3800048828125,1858.22998046875,1880.0,2869309
2022-09-14,1760.3935546875,1869.0,1880.0,1863.0,1864.010009765625,1604157
2022-09-15,1770.75439453125,1880.0,1893.1199951171875,1869.9599609375,1870.0,2081021
2022-09-16,1750.9747314453125,1859.0,1885.5999755859375,1855.1099853515625,1871.800048828125,2412127
2022-09-19,1762.8802490234375,1871.6400146484375,1888.5899658203125,1852.8800048828125,1855.0,1858351
2022-09-20,1768.8707275390625,1878.0,1884.5999755859375,1858.550048828125,1869.97998046875,1411630
2022-09-21,1740.6138916015625,1848.0,1883.0,1848.0,1876.6700439453125,2099454
2022-09-22,1715.0040283203125,1820.81005859375,1841.02001953125,1816.8499755859375,1840.0,2270429
2022-09-23,1727.8323974609375,1834.4300537109375,1855.0,1820.81005859375,1820.81005859375,2828769
2022-09-26,1754.7423095703125,1863.0,1888.0,1819.97998046875,1820.0,3513492
2022-09-27,1778.28955078125,1888.0,1897.0,1851.1099853515625,1868.8599853515625,2882019
2022-09-28,1773.5802001953125,1883.0,1899.4000244140625,1874.010009765625,1880.5,2144597
2022-09-29,1771.0841064453125,1880.3499755859375,1902.1800537109375,1871.1300048828125,1897.97998046875,2158966
2022-09-30,1763.690185546875,1872.5,1901.989990234375,1866.0,1898.6199951171875,2128908
2022-10-10,1682.216796875,1786.0,1891.0,1780.199951171875,1890.0,4858413
2022-10-11,1676.555908203125,1779.989990234375,1806.0,1760.0,1789.0,3204719
2022-10-12,1657.7275390625,1760.0,1779.0,1708.0,1773.6600341796875,4819500
2022-10-13,1601.2047119140625,1699.989990234375,1735.0,1697.0,1720.4599609375,6396927
2022-10-14,1636.638671875,1737.6099853515625,1755.0,1701.93994140625,1710.0,4651970
2022-10-17,1618.6390380859375,1718.5,1727.989990234375,1697.800048828125,1726.0,3354951
2022-10-18,1606.705322265625,1705.8299560546875,1730.0,1701.0,1725.0,2808277
2022-10-19,1552.2357177734375,1648.0,1701.97998046875,1648.0,1701.97998046875,6012093
2022-10-20,1547.997314453125,1643.5,1668.4300537109375,1611.0,1621.0,4277807
2022-10-21,1529.6304931640625,1624.0,1647.800048828125,1610.0,1640.0,3890740
2022-10-24,1414.041748046875,1501.280029296875,1589.0,1488.010009765625,1570.0,13209804
2022-10-25,1393.7626953125,1479.75,1515.0,1472.0,1479.4200439453125,8136156
2022-10-26,1379.003173828125,1464.0799560546875,1514.989990234375,1460.0,1488.800048828125,8178083
2022-10-27,1319.5887451171875,1401.0,1487.97998046875,1383.8499755859375,1480.0,10710590
2022-10-28,1280.97119140625,1360.0,1406.0,1358.7099609375,1390.77001953125,9314275
2022-10-31,1271.5523681640625,1350.0,1382.010009765625,1333.0,1350.0,7184665
2022-11-01,1377.053466796875,1462.010009765625,1469.4000244140625,1359.0,1359.0,11876648
2022-11-02,1386.4254150390625,1471.9599609375,1506.0,1436.0,1460.0,7977715
2022-11-03,1355.8516845703125,1439.5,1462.5,1428.0999755859375,1443.5699462890625,4515970
2022-11-04,1428.443115234375,1516.5699462890625,1527.77001953125,1437.9599609375,1437.9599609375,8000795
2022-11-07,1419.5328369140625,1507.1099853515625,1518.47998046875,1486.5899658203125,1494.050048828125,4269835
2022-11-08,1398.5946044921875,1484.8800048828125,1517.989990234375,1468.9599609375,1508.0,3932491
2022-11-09,1375.066162109375,1459.9000244140625,1488.8800048828125,1450.0,1483.949951171875,3609016
2022-11-10,1389.2886962890625,1475.0,1485.0,1435.1500244140625,1444.0,3771967
2022-11-11,1439.3502197265625,1528.1500244140625,1544.449951171875,1494.97998046875,1528.0,7394715
2022-11-14,1443.91845703125,1533.0,1563.530029296875,1528.0,1543.5,5737015
2022-11-15,1495.7222900390625,1588.0,1598.969970703125,1521.0,1532.0,5631760
2022-11-16,1493.132080078125,1585.25,1598.0,1568.0,1581.0,2684776
2022-11-17,1475.942626953125,1567.0,1596.300048828125,1552.8800048828125,1590.5,3057988
2022-11-18,1476.065185546875,1567.1300048828125,1584.0,1556.0,1576.0,2360871
2022-11-21,1431.6549072265625,1519.97998046875,1541.3499755859375,1498.530029296875,1541.3499755859375,3909600
2022-11-22,1450.46435546875,1539.949951171875,1559.739990234375,1516.1099853515625,1517.43994140625,2990062
2022-11-23,1458.98876953125,1549.0,1557.0,1521.0400390625,1528.0,2217746
2022-11-24,1431.66455078125,1519.989990234375,1568.8800048828125,1513.97998046875,1559.0,2768738
2022-11-25,1433.5670166015625,1522.010009765625,1532.0,1510.0,1520.510009765625,1862104
2022-11-28,1422.141845703125,1509.8800048828125,1515.0,1451.0,1484.780029296875,4772321
2022-11-29,1506.083251953125,1599.0,1600.0,1551.0,1569.56005859375,7342013
2022-11-30,1506.083251953125,1599.0,1604.0,1585.0,1587.1199951171875,3149730
2022-12-01,1536.0352783203125,1630.800048828125,1680.0,1630.7900390625,1660.0,5135768
2022-12-02,1538.936279296875,1633.8800048828125,1652.989990234375,1621.199951171875,1635.0,2388390
2022-12-05,1568.15380859375,1664.9000244140625,1679.0,1649.0,1668.0,3612746
2022-12-06,1589.911376953125,1688.0,1726.9000244140625,1652.0,1655.0,4414748
2022-12-07,1586.1439208984375,1684.0,1720.0,1670.030029296875,1677.81005859375,3552626
2022-12-08,1588.9884033203125,1687.02001953125,1695.0,1665.0,1682.0,1972956
2022-12-09,1629.4708251953125,1730.0,1730.0,1682.0,1692.0,3921526
2022-12-12,1637.966796875,1739.02001953125,1766.0,1715.0,1715.8599853515625,3475517
2022-12-13,1648.30859375,1750.0,1760.68994140625,1730.0,1737.0,2138546
2022-12-14,1667.9659423828125,1770.8699951171875,1780.800048828125,1743.0,1743.0,2909840
2022-12-15,1683.1490478515625,1786.989990234375,1816.0,1780.0,1805.0,3063444
2022-12-16,1683.0362548828125,1786.8699951171875,1791.0,1743.0,1773.25,3330266
2022-12-19,1669.97216796875,1773.0,1798.800048828125,1760.1700439453125,1798.800048828125,2498710
2022-12-20,1615.3424072265625,1715.0,1765.3299560546875,1682.449951171875,1765.3299560546875,4619840
2022-12-21,1637.9478759765625,1739.0,1739.0,1717.6500244140625,1724.0,2281614
2022-12-22,1665.2626953125,1768.0,1783.0,1745.0,1756.699951171875,2317534
2022-12-23,1668.08837890625,1771.0,1782.0,1745.0,1752.4000244140625,1731921
2022-12-26,1640.8302001953125,1742.06005859375,1771.0,1735.02001953125,1771.0,2138380
2022-12-27,1653.08740234375,1733.0,1747.1500244140625,1725.5,1738.0,1790505
2022-12-28,1653.08740234375,1733.0,1747.0,1708.010009765625,1745.8800048828125,2143790
2022-12-29,1639.7330322265625,1719.0,1726.989990234375,1701.050048828125,1717.0,2241780
2022-12-30,1647.3642578125,1727.0,1752.989990234375,1727.0,1736.0,2533312
