,ts_code,slope5,slope10,slope20,slope30,slope54
100,000516.SZ,-0.0480000000000003,-0.0363030303030299,0.0042932330827067,0.003624026696329,0.0170020964360586
101,000517.SZ,-0.0400000000000001,-0.0164848484848484,0.0098796992481202,0.0047007786429365,0.0031549456832475
104,000520.SZ,-0.0160000000000008,-0.012060606060606,0.0401654135338343,0.0153348164627362,0.052541261673337
106,000523.SZ,-0.0350000000000004,-0.012121212121212,0.0178270676691729,0.011933259176863,0.0118155136268343
111,000529.SZ,-0.0630000000000011,-0.0373333333333337,0.0034586466165412,0.0140533926585093,0.0170344959024203
113,000531.SZ,-0.058000000000001,-0.0177575757575753,0.0236616541353383,0.0185383759733035,0.0210619401562797
114,000532.SZ,-0.5940000000000035,-0.0273333333333326,0.1481278195488717,0.0834126807563956,0.0486121593291403
115,000533.SZ,-0.0100000000000003,-0.026181818181818,0.0008646616541353,0.0173170189098998,0.0221604726510386
121,000541.SZ,-0.0230000000000013,-0.0255151515151512,0.0162781954887216,0.0136774193548386,0.0155071469411091
122,000543.SZ,-0.0710000000000011,-0.0104242424242423,0.0412406015037591,0.0243959955506115,0.0069125214408232
124,000545.SZ,-0.0300000000000004,-0.0295151515151514,0.0094962406015037,0.0083492769744159,0.0135578425767104
130,000552.SZ,-0.0130000000000004,-0.0167878787878788,0.0070075187969923,0.0026206896551723,0.0003026491328377
132,000554.SZ,-0.0610000000000008,-0.0457575757575757,0.0048421052631577,0.0076329254727473,0.0098307604345338
142,000566.SZ,-0.0990000000000003,-0.0598181818181819,0.0058646616541353,0.0047719688542824,0.0318387650085763
147,000572.SZ,-0.1070000000000008,-0.0149696969696968,0.0211654135338343,0.0022157953281422,0.0275658471507527
149,000576.SZ,-0.084,-0.1116363636363631,0.0475714285714283,0.0371612903225804,0.0333154183342861
152,000584.SZ,-0.0530000000000005,-0.0299999999999999,0.0185263157894737,0.016389321468298,0.0415231560891938
161,000597.SZ,-0.0340000000000007,-0.0473939393939392,0.0132105263157894,0.0082558398220244,0.0201349342481417
165,000601.SZ,-0.0340000000000006,-0.0179393939393939,0.0045714285714284,0.0084048943270299,0.0086796264532112
168,000607.SZ,-0.0940000000000007,-0.0009696969696968,0.0320902255639097,0.0288253615127918,0.0222729178578234
169,000608.SZ,-0.0410000000000004,-0.0301212121212122,0.0211879699248119,0.0088542825361512,0.0118299980941489
173,000615.SZ,-0.0780000000000006,-0.0279393939393939,0.0083082706766917,0.0509899888765294,0.0440449780827139
175,000619.SZ,-0.3250000000000008,-0.0712727272727266,0.1255939849624059,0.1112235817575082,0.0587581475128644
180,000626.SZ,-0.1070000000000006,-0.1153939393939395,0.0064586466165411,0.0247252502780866,0.0343746902992185
181,000627.SZ,-0.095000000000001,-0.0319999999999996,0.0486541353383457,0.027123470522803,0.0326643796455116
183,000629.SZ,-0.0190000000000003,-0.0372121212121213,0.0228796992481201,0.0108209121245827,0.0079771297884505
186,000632.SZ,-0.0750000000000004,-0.031030303030303,0.0104887218045111,0.0226273637374859,0.0273790737564322
187,000633.SZ,-0.0730000000000005,-0.0537575757575757,0.0076090225563907,0.018941045606229,0.0145873832666285
190,000637.SZ,-0.0460000000000004,-0.0189696969696967,0.0143684210526315,0.0108787541713013,0.017762530970078
191,000638.SZ,-0.1060000000000004,-0.0732727272727269,0.012330827067669,0.0079288097886539,0.0293809796073946
192,000639.SZ,-0.1590000000000006,-0.074909090909091,0.0298045112781953,0.0205027808676305,0.0371709548313321
195,000652.SZ,-0.0350000000000008,-0.0313939393939391,0.0036842105263155,0.000611790878754,0.0087592910234419
199,000659.SZ,-0.1160000000000001,-0.012181818181818,0.0358947368421051,0.024703003337041,0.0164825614636934
204,000669.SZ,-0.0280000000000001,-0.0038787878787878,0.0196466165413533,0.012424916573971,0.0145115303983228
209,000678.SZ,-0.1030000000000007,-0.1173333333333332,0.0682481203007517,0.0385895439377083,0.0327772060224889
216,000686.SZ,-0.0290000000000013,-0.0346060606060605,0.0144360902255638,0.0010767519466071,0.0124112826376976
217,000688.SZ,-0.8160000000000026,-0.0231515151515159,0.1043984962406011,0.0767052280311452,0.0732769201448445
225,000701.SZ,-0.0460000000000008,-0.0376969696969695,0.025691729323308,0.0232102335928808,0.0270668953687821
228,000705.SZ,-0.058000000000001,-0.0233939393939389,0.0084736842105262,0.0165161290322577,0.0158589670287782
231,000709.SZ,-0.0120000000000002,-0.0166666666666666,0.0074586466165412,0.0044582869855393,0.0036531351248332
232,000710.SZ,-0.1810000000000006,-0.1065454545454549,0.0569924812030074,0.0445250278086762,0.041278825995807
236,000715.SZ,-0.4330000000000008,-0.0109090909090911,0.0638872180451127,0.0449788654060064,0.0330745187726318
237,000716.SZ,-0.2860000000000013,-0.1149090909090906,0.041172932330827,0.0748253615127919,0.0966624737945491
238,000717.SZ,-0.0540000000000005,-0.0581818181818183,0.0542857142857142,0.031194660734149,0.0143678292357537
239,000718.SZ,-0.0480000000000003,-0.0097575757575758,0.0210601503759398,0.0106362625139042,0.0097732037354678
240,000719.SZ,-0.0360000000000015,-0.0436363636363638,0.0702180451127817,0.0420889877641821,0.006726129216695
246,000726.SZ,-0.0710000000000006,-0.0357575757575755,0.0077142857142855,0.0152992213570633,0.0139851343624928
247,000727.SZ,-0.0480000000000007,-0.0458181818181817,0.0216992481203007,0.0204738598442713,0.0230897655803315
258,000751.SZ,-0.042,-0.0370303030303028,0.0048947368421051,0.00549276974416,0.0045690870973889
260,000753.SZ,-0.1530000000000006,-0.0596363636363637,0.0093984962406013,0.0771323692992212,0.0487360396416999
261,000755.SZ,-0.0480000000000001,-0.0007272727272726,0.0122330827067668,0.0062736373748608,0.0079653135124832
263,000757.SZ,-0.0440000000000007,-0.0114545454545456,0.0146165413533834,0.0114705228031145,0.0214941871545644
266,000761.SZ,-0.0420000000000005,-0.027151515151515,0.0028270676691728,0.0030478309232479,0.0024532113588716
274,000779.SZ,-0.1150000000000016,-0.1244242424242423,0.0057443609022554,0.0167986651835371,0.0156691442729177
281,000790.SZ,-0.0610000000000004,-0.034181818181818,0.011781954887218,0.0072925472747496,0.0108801219744615
284,000793.SZ,-0.1470000000000004,-0.0129696969696968,0.0458646616541352,0.0245050055617351,0.0305969125214408
286,000796.SZ,-0.2040000000000007,-0.0192121212121213,0.0080300751879698,0.0276974416017796,0.0273619210977701
287,000797.SZ,-0.0540000000000006,-0.0227272727272725,0.0059699248120299,0.0061334816462735,0.0026639984753191
288,000798.SZ,-0.0480000000000011,-0.0446666666666662,0.0153609022556388,0.0108431590656283,0.0192773013150371
298,000812.SZ,-0.0760000000000007,-0.0699393939393939,0.0147894736842105,0.017730812013348,0.0308038879359633
299,000813.SZ,-0.2310000000000001,-0.030242424242424,0.0639924812030075,0.0458998887652946,0.0225477415666094
304,000820.SZ,-0.0570000000000005,-0.0366666666666665,0.0213984962406013,0.0031546162402668,0.0165515532685343
315,000837.SZ,-0.0490000000000012,-0.1247878787878785,0.0311954887218042,0.0180511679644046,0.0300956737183151
316,000838.SZ,-0.0590000000000004,-0.0397575757575757,0.0096691729323307,0.0131635150166851,0.0124547360396416
319,000850.SZ,-0.0690000000000006,-0.0266666666666666,0.0124812030075187,0.0122291434927697,0.0057000190585095
321,000852.SZ,-0.056000000000001,-0.037878787878788,0.0071503759398495,0.0086362625139041,0.0102809224318657
322,000856.SZ,-0.1000000000000004,-0.0709696969696969,0.0123984962406013,0.017543937708565,0.0283079855155325
325,000860.SZ,-0.2130000000000012,-0.0507272727272723,0.0748721804511278,0.0021535038932139,0.0315517438536302
336,000882.SZ,-0.1300000000000001,-0.0092121212121211,0.0380150375939849,0.0270923248053392,0.0187665332570992
343,000890.SZ,-0.0750000000000004,-0.0649696969696967,0.0149022556390977,0.0200222469410455,0.0206590432628168
344,000892.SZ,-0.2860000000000004,-0.0317575757575755,0.0390751879699247,0.0537352614015572,0.0309170954831331
347,000897.SZ,-0.0560000000000003,-0.024,0.0092932330827067,0.0071167964404893,0.0066979226224508
348,000898.SZ,-0.0150000000000002,-0.0196363636363636,0.010578947368421,0.0074816462736373,0.0047509052792071
353,000903.SZ,-0.0170000000000008,-0.0796969696969695,0.0728270676691728,0.061635150166852,0.0447745378311415
354,000905.SZ,-0.0730000000000007,-0.0296969696969697,0.002533834586466,0.0043781979977751,0.0085778540118161
357,000909.SZ,-0.0610000000000009,-0.018060606060606,0.0586015037593984,0.0520155728587318,0.0505610825233465
358,000910.SZ,-0.1040000000000011,-0.0529090909090906,0.0540902255639096,0.0543159065628474,0.0305721364589288
359,000911.SZ,-0.1670000000000007,-0.0770303030303034,0.0057593984962405,0.0315995550611788,0.0291297884505431
360,000912.SZ,-0.0600000000000011,-0.0506060606060606,0.0036015037593982,0.0169766407119019,0.0105923384791308
363,000917.SZ,-0.0970000000000009,-0.0758787878787876,0.0123383458646614,0.0067986651835371,0.0416504669334856
364,000919.SZ,-0.113000000000001,-0.0186060606060601,0.0059022556390975,0.0148231368186873,0.0118307604345339
365,000920.SZ,-0.0040000000000011,-0.0441212121212124,0.0070075187969922,0.0116462736373746,0.0120171526586619
369,000925.SZ,-0.1400000000000014,-0.0563636363636356,0.0078421052631578,0.0548320355951054,0.0488633504859918
370,000926.SZ,-0.0490000000000003,-0.0334545454545453,0.008766917293233,0.0052169076751946,0.0111888698303792
373,000929.SZ,-0.3010000000000015,-0.1331515151515152,0.0031503759398494,0.0115750834260287,0.0558193253287592
374,000930.SZ,-0.0310000000000002,-0.0310909090909092,0.0006616541353382,0.0010344827586205,0.0006255002858775
375,000931.SZ,-0.0760000000000009,-0.0324848484848485,0.0101127819548871,0.0094126807563958,0.0123518200876691
380,000937.SZ,-0.0740000000000012,-0.0354545454545453,0.0177142857142855,0.0169098998887652,0.0068538212311795
385,000951.SZ,-0.1330000000000004,-0.1066060606060594,0.052240601503759,0.0373303670745268,0.0206788641128261
387,000953.SZ,-0.1060000000000008,-0.0602424242424238,0.0268496240601501,0.037968854282536,0.0467474747474746
388,000955.SZ,-0.1220000000000004,-0.0947272727272728,0.0195939849624059,0.034242491657397,0.0360106727653896
395,000965.SZ,-0.0770000000000003,-0.0412121212121211,0.0031278195488721,0.0080066740823136,0.0083163712597674
396,000966.SZ,-0.0340000000000006,-0.0167272727272727,0.0028721804511278,0.0001535038932145,0.0071442729178577
397,000967.SZ,-0.018,-0.0147272727272726,0.0046766917293232,0.0081668520578419,0.0113874595006669
401,000972.SZ,-0.0800000000000004,-0.0273939393939392,0.0168721804511277,0.0163826473859844,0.0139999999999999
405,000978.SZ,-0.1070000000000014,-0.0238787878787876,0.0139924812030074,0.0217530589543936,0.0154034686487516
407,000981.SZ,-0.1210000000000004,-0.0469090909090909,0.0681353383458646,0.0437864293659621,0.0332757766342671
416,000997.SZ,-0.0430000000000013,-0.125939393939394,0.0480150375939844,0.0163047830923243,0.0894591194968552
420,001202.SZ,-0.1980000000000014,-0.2935151515151508,0.0291578947368418,0.0662224694104558,0.0582466171145413
423,001206.SZ,-0.1100000000000019,-0.0602424242424238,0.0702030075187964,0.070616240266963,0.062518010291595
431,001215.SZ,-0.5050000000000041,-0.4532727272727268,0.0381578947368412,0.0009833147942154,0.1807268915570798
433,001217.SZ,-0.8100000000000018,-0.0481818181818178,0.2193082706766912,0.1484827586206895,0.0857815894797025
435,001219.SZ,-0.2190000000000024,-0.1210303030303034,0.0560300751879693,0.0354482758620685,0.0664680769963785
439,001226.SZ,-0.0360000000000006,-0.1215757575757575,0.0102932330827059,0.0306429365962174,0.0571534210024774
440,001227.SZ,-0.0240000000000004,-0.0170909090909091,0.0048496240601502,0.0006740823136818,0.0022210787116447
444,001231.SZ,-0.1130000000000038,-0.1356969696969701,0.0828646616541353,0.0982380422691875,0.074175719458738
445,001234.SZ,-0.3550000000000016,-0.066484848484849,0.0182180451127816,0.0318242491657392,0.0315803316180671
451,001258.SZ,-0.0230000000000015,-0.0270303030303032,0.0079323308270675,0.0096974416017797,0.0091427482370877
455,001267.SZ,-0.1640000000000007,-0.155878787878788,0.0560375939849621,0.0722825361512792,0.0721040594625499
460,001278.SZ,-0.0060000000000014,-0.1655151515151512,0.0922706766917289,0.0889966629588426,0.0485176291214024
462,001282.SZ,-0.0420000000000019,-0.3131515151515147,0.110413533834586,0.105085650723025,0.0758097960739467
473,001306.SZ,-0.7090000000000075,-0.6414545454545462,0.1988120300751874,0.1447163515016673,0.3413535353535344
481,001318.SZ,-0.2170000000000019,-0.1250909090909091,0.0693082706766915,0.0643915461624025,0.0368503906994472
482,001319.SZ,-0.2330000000000002,-0.4564242424242421,0.2508571428571427,0.1333303670745269,0.1397850200114349
485,001324.SZ,-0.2540000000000021,-0.3189090909090899,0.0220300751879691,0.0936863181312567,0.0685504097579567
488,001330.SZ,-0.2800000000000014,-0.0566060606060602,0.0742857142857141,0.0618665183537262,0.0543746902992185
489,001331.SZ,-0.2300000000000021,-0.0676969696969693,0.0001428571428569,0.0207363737486094,0.0309620735658469
494,001338.SZ,-0.0400000000000008,-0.0350303030303031,0.0411203007518796,0.0331301446051165,0.0220518391461786
499,001366.SZ,-0.1610000000000004,-0.1193333333333332,0.0016015037593984,0.0179443826473858,0.0214781780064796
507,001387.SZ,-0.0550000000000005,-0.0919393939393933,0.0279774436090221,0.0241112347052276,0.0233104631217836
517,002004.SZ,-0.0430000000000007,-0.0280606060606061,0.0022180451127818,0.0023225806451612,0.0050870973889841
518,002005.SZ,-0.0360000000000002,-0.0032727272727272,0.0178872180451128,0.0157419354838709,0.017489231942062
519,002006.SZ,-0.1830000000000015,-0.29,0.0907142857142854,0.2332769744160173,0.15830760434534
522,002009.SZ,-0.0670000000000027,-0.0693939393939394,0.0980751879699246,0.0690678531701884,0.0650417381360776
525,002012.SZ,-0.0840000000000004,-0.0170909090909087,0.0028421052631578,0.0078909899888763,0.0283251381741947
531,002020.SZ,-0.0370000000000014,-0.0383030303030293,0.0408045112781954,0.0316640711902112,0.011737754907566
532,002021.SZ,-0.0270000000000001,-0.0441818181818181,0.0371879699248119,0.0243559510567296,0.0247768248522965
535,002024.SZ,-0.0410000000000002,-0.007030303030303,0.0119022556390976,0.0081223581757508,0.0160964360587001
540,002029.SZ,-0.0790000000000007,-0.0539999999999997,0.0110075187969924,0.0407808676307006,0.0302591957308938
542,002031.SZ,-0.200000000000001,-0.1823030303030303,0.1345413533834586,0.1177463848720799,0.0810604154755097
545,002034.SZ,-0.0620000000000019,-0.0508484848484847,0.0241879699248118,0.0158175750834257,0.0131465599390126
554,002043.SZ,-0.0350000000000012,-0.004363636363636,0.028646616541353,0.0076084538375972,0.0026075852868304
555,002044.SZ,-0.0590000000000003,-0.0232121212121212,0.0115413533834586,0.0057508342602891,0.0237518582046883
557,002046.SZ,-0.0810000000000028,-0.2386666666666661,0.0984060150375936,0.1266140155728583,0.0786262626262624
571,002060.SZ,-0.0340000000000006,-0.0277575757575757,0.0060676691729322,0.0016440489432702,0.0023617305126738
573,002062.SZ,-0.0660000000000007,-0.0458787878787876,0.0152781954887217,0.0111946607341489,0.0196104440632741
575,002064.SZ,-0.046000000000001,-0.0246666666666667,0.0110676691729323,0.0036240266963291,0.0162473794549265
578,002067.SZ,-0.0700000000000004,-0.0296969696969696,0.0108721804511277,0.0090344827586205,0.0180724223365732
580,002069.SZ,-0.0940000000000008,-0.0370303030303029,0.0277142857142856,0.0422291434927696,0.0298418143701162
582,002073.SZ,-0.0020000000000012,-0.0559393939393938,0.0230751879699245,0.0017308120133482,0.0126014865637505
590,002081.SZ,-0.0370000000000007,-0.0218787878787878,0.0230375939849623,0.0157575083426028,0.0087672955974842
593,002084.SZ,-0.0460000000000002,-0.0308484848484849,0.009142857142857,0.0151568409343714,0.0138936535162949
595,002086.SZ,-0.1440000000000006,-0.0404242424242424,0.0241879699248119,0.0353325917686317,0.0404463502954068
604,002097.SZ,-0.0550000000000009,-0.0735151515151513,0.0159097744360902,0.0091412680756394,0.0306304554983799
607,002100.SZ,-0.0530000000000007,-0.0258787878787874,0.0089473684210525,0.0029877641824247,0.0030211549456831
609,002102.SZ,-0.0140000000000003,-0.0193333333333332,0.0123082706766916,0.0074238042269187,0.0068130360205831
612,002105.SZ,-0.2550000000000002,-0.0138181818181815,0.0390751879699245,0.0369899888765293,0.0246864875166761
614,002107.SZ,-0.039000000000001,-0.0264242424242423,0.0190902255639095,0.0167808676307005,0.016166952544311
615,002108.SZ,-0.0330000000000004,-0.0313333333333335,0.006345864661654,0.012849833147942,0.0110985324947588
616,002109.SZ,-0.0420000000000004,-0.0344242424242423,0.0046691729323307,0.0114327030033369,0.0178585858585858
619,002112.SZ,-0.0040000000000015,-0.135454545454545,0.0354210526315785,0.0121201334816462,0.0280415475509813
620,002114.SZ,-0.1100000000000007,-0.2089090909090909,0.0665037593984961,0.0644783092324805,0.0415635601295977
637,002132.SZ,-0.0480000000000003,-0.0409090909090907,0.0070902255639097,0.0087408231368186,0.0092109777015436
638,002133.SZ,-0.0950000000000001,-0.0243030303030301,0.012563909774436,0.0147519466073414,0.0115734705546026
640,002135.SZ,-0.0680000000000011,-0.0503636363636361,0.0119849624060148,0.0094638487208007,0.0078315227749189
645,002140.SZ,-0.0810000000000007,-0.1033939393939394,0.0065864661654137,0.0220622914349273,0.0724189060415474
648,002144.SZ,-0.1340000000000026,-0.0665454545454545,0.021345864661654,0.0365339265850941,0.0377053554412043
650,002146.SZ,-0.0420000000000002,-0.0308484848484848,0.0062105263157894,1.7797552836455883e-05,0.0129460644177625
657,002154.SZ,-0.0070000000000012,-0.0299999999999998,0.0492105263157893,0.0422536151279198,0.017766342672003
663,002160.SZ,-0.0510000000000002,-0.0413333333333332,0.0047293233082706,0.0061201334816461,0.0133161806746712
667,002164.SZ,-0.0860000000000007,-0.0770909090909089,0.0191428571428569,0.0271390433815349,0.0240491709548312
669,002166.SZ,-0.0410000000000011,-0.0287878787878791,0.0063233082706765,0.001001112347052,0.0035479321517056
673,002170.SZ,-0.0970000000000008,-0.0499393939393941,0.0033007518796989,0.0239799777530588,0.0469605488850771
674,002171.SZ,-0.0130000000000007,-0.012363636363636,0.0466466165413533,0.0585450500556171,0.0608465789975222
675,002172.SZ,-0.1090000000000005,-0.0074545454545452,0.0324436090225562,0.0283403781979977,0.0220430722317514
677,002174.SZ,-0.0200000000000002,-0.010363636363636,0.0570375939849624,0.0197152391546159,0.0213196112064035
678,002175.SZ,-0.360000000000001,-0.003151515151515,0.1462030075187968,0.1537085650723025,0.0970726129216694
680,002177.SZ,-0.0620000000000007,-0.0923030303030302,0.0661127819548871,0.0456173526140154,0.0344318658280922
681,002178.SZ,-0.3260000000000004,-0.1081212121212118,0.0544285714285712,0.0076240266963289,0.058246235944349
685,002182.SZ,-0.0480000000000025,-0.1988484848484846,0.0987218045112779,0.0687719688542821,0.0359332952163139
687,002184.SZ,-0.0850000000000011,-0.1592727272727269,0.0034135338345861,0.0207719688542822,0.0483602058319037
689,002186.SZ,-0.2430000000000021,-0.1604848484848479,0.1143308270676692,0.1332791991101222,0.079174766533257
691,002188.SZ,-0.0360000000000003,-0.0394545454545455,0.0146090225563908,0.0151902113459398,0.0150607966457022
694,002191.SZ,-0.0470000000000007,-0.0301212121212119,0.0126315789473683,0.0068609566184648,0.0124360587002096
696,002193.SZ,-0.297000000000001,-0.3254545454545449,0.1118646616541351,0.1251056729699664,0.0669963788831712
699,002196.SZ,-0.0570000000000002,-0.0793939393939393,0.0020676691729321,0.0176151279199108,0.0303133218982274
701,002198.SZ,-0.3840000000000012,-0.165272727272727,0.0130827067669171,0.0314082313681867,0.0531606632361348
704,002201.SZ,-0.1220000000000014,-0.0031515151515147,0.0227894736842103,0.0288008898776417,0.0319485420240136
707,002204.SZ,-0.0480000000000005,-0.0554545454545452,0.0064436090225563,0.0134794215795326,0.0108995616542785
709,002206.SZ,-0.0520000000000005,-0.0276969696969698,0.0066315789473683,0.0083559510567295,0.0129841814370115
710,002207.SZ,-0.131,-0.0843636363636362,3.007518796986268e-05,0.0054327030033369,0.0064128073184676
712,002209.SZ,-0.154000000000002,-0.2153939393939393,0.0253909774436088,0.0526896551724136,0.0331667619592146
714,002211.SZ,-0.3490000000000003,-0.0515757575757576,0.0523007518796991,0.0579733036707452,0.0281524680769963
719,002216.SZ,-0.0690000000000022,-0.029151515151515,0.0623684210526314,0.0398687430478307,0.0295898608728794
722,002219.SZ,-0.0630000000000004,-0.0203636363636361,0.0147443609022555,0.0054060066740822,0.0082153611587573
726,002224.SZ,-0.0340000000000001,-0.0291515151515152,0.0067894736842103,0.0131368186874303,0.0120670859538783
728,002226.SZ,-0.0180000000000008,-0.0470303030303028,0.0002330827067668,0.0020622914349275,0.0243140842386124
730,002228.SZ,-0.0340000000000009,-0.0067272727272724,0.0148947368421051,0.0137285873192435,0.0108808843148465
731,002229.SZ,-0.1180000000000025,-0.4017575757575754,0.0189022556390973,0.0254015572858729,0.0991427482370877
733,002231.SZ,-0.1430000000000011,-0.0464848484848482,0.0796842105263155,0.0494860956618464,0.0216801982085
736,002234.SZ,-0.152000000000001,-0.0932727272727275,0.0226842105263158,0.0436151279199108,0.0335639412997901
740,002238.SZ,-0.1120000000000016,-0.0846060606060605,0.0160751879699246,0.0186629588431588,0.0404737945492661
744,002242.SZ,-0.049000000000001,-0.0242424242424236,0.0216541353383457,0.0052903225806448,0.0109750333523917
749,002247.SZ,-0.0590000000000004,-0.0522424242424241,0.0055187969924811,0.0013926585094548,0.025869639794168
750,002248.SZ,-0.0310000000000011,-0.0951515151515147,0.0047443609022554,0.0003670745272522,0.0323518200876689
751,002249.SZ,-0.003000000000001,-0.0324848484848484,0.0092330827067667,0.0029299221357061,0.0065126739089002
759,002258.SZ,-0.0370000000000017,-0.0659393939393934,0.008390977443609,0.0080489432703001,0.0137720602248902
760,002259.SZ,-3.054285735749301e-16,-0.0139393939393937,0.0034511278195488,0.0019110122358175,0.0058158947970268
763,002263.SZ,-0.0460000000000004,-0.0427878787878787,0.0020601503759397,0.011893214682981,0.0167581475128644
764,002264.SZ,-0.0320000000000011,-0.0208484848484846,0.0142481203007518,0.0481401557285871,0.045359634076615
765,002265.SZ,-1.163000000000003,-0.0843030303030298,0.815451127819549,0.5084961067853171,0.2335814751286447
767,002267.SZ,-0.0200000000000007,-0.0291515151515147,0.0048872180451125,0.0079288097886538,0.0136821040594624
769,002269.SZ,-0.1460000000000005,-0.0109696969696968,0.0458421052631578,0.0350700778642936,0.0197526205450733
774,002274.SZ,-0.0260000000000006,-0.0399999999999995,0.0054285714285713,0.0102402669632924,0.0070924337716788
778,002278.SZ,-0.0420000000000011,-0.0472727272727271,0.0026691729323308,0.0108720800889876,0.0183556317895939
779,002279.SZ,-0.0170000000000011,-0.0375757575757573,0.0664135338345862,0.0427942157953278,0.03504669334858
781,002282.SZ,-0.0500000000000017,-0.0549090909090907,0.0039473684210524,0.0150033370411568,0.0147981703830758
782,002283.SZ,-0.0390000000000009,-0.0741818181818181,0.0609248120300751,0.0472791991101223,0.0285751858204688
783,002284.SZ,-0.0040000000000004,-0.0431515151515149,0.0225639097744357,0.0084115684093436,0.0077693920335428
784,002285.SZ,-0.0670000000000003,-0.0493333333333331,0.0085714285714285,0.002095661846496,0.0179778921288354
785,002286.SZ,-0.0130000000000012,-0.0206060606060608,0.0459999999999995,0.0414749721913235,0.0205214408233274
790,002292.SZ,-0.4760000000000011,-0.0405454545454542,0.0937894736842102,0.144347052280311,0.0915010482180293
793,002295.SZ,-0.0790000000000002,-0.0181818181818177,0.026518796992481,0.0303604004449386,0.0419649323422906
794,002296.SZ,-0.0430000000000011,-0.1721818181818183,0.0103458646616536,0.0701535038932146,0.0495147703449589
795,002297.SZ,-0.0670000000000008,-0.0416969696969695,0.0153759398496238,0.0148921023359285,0.0132898799313893
796,002298.SZ,-0.0480000000000008,-0.0783030303030301,0.0559624060150375,0.0341045606229142,0.0380339241471316
797,002299.SZ,-0.0970000000000015,-0.1010909090909085,0.0497293233082704,0.0203136818687425,0.0358467695826184
798,002300.SZ,-0.0360000000000005,-0.0396363636363637,0.0009248120300752,0.0109833147942156,0.013805222031637
799,002301.SZ,-0.3140000000000017,-0.0173939393939392,0.0318345864661653,0.1065317018909898,0.0673954640747093
801,002303.SZ,-0.0490000000000002,-0.0447878787878787,0.0011879699248119,0.0171857619577307,0.0169872307985515
804,002306.SZ,-0.1250000000000005,-0.0859999999999999,0.0124812030075187,0.0304115684093436,0.0307711072994091
811,002314.SZ,-0.0530000000000003,-0.0307272727272726,0.0098421052631578,0.0091857619577307,0.0079489231942061
820,002323.SZ,-0.0640000000000002,-0.0170909090909089,0.0305563909774436,0.0199399332591767,0.0174709357728225
